CG_ID,label,description
19703,MD,Not Specified
19704,MD,Read Only
19705,MD,Not Specified
19706,MD,Not Specified
19707,RO,Read Only
19708,MD,Not Specified
19709,Res,Resident/Fellow/PA/NP
19710,RN,RN
19711,RN,RN
19712,MD,Not Specified
19713,RD,Dietitian
19714,Res,Resident/Fellow/PA/NP
19715,RO,Read Only
19716,Res,Resident/Fellow/PA/NP
19717,Res,Resident/Fellow/PA/NP
19718,Res,Resident/Fellow/PA/NP
19719,Res,Resident/Fellow/PA/NP
19720,Not Specified,Not Specified
19721,RN,RN
19722,MedStu,Not Specified
19723,RO,Read Only
19724,MD,Not Specified
19725,RO,Read Only
19726,Not Specified,Not Specified
19727,RO,Read Only
19728,MD,Not Specified
19729,RO,Read Only
19730,Res,Resident/Fellow/PA/NP
19731,Res,Resident/Fellow/PA/NP
19732,CM,Case Manager
19733,MD,Not Specified
19734,Res,Resident/Fellow/PA/NP
19735,Res,Resident/Fellow/PA/NP
19736,Rehab,Rehabilitation
19737,Res,Resident/Fellow/PA/NP
19738,Res,Resident/Fellow/PA/NP
19739,MD,Not Specified
19740,RO,Read Only
19741,Res,Resident/Fellow/PA/NP
19742,UCO,UCO
19743,UCO,UCO
19744,MD,Attending
19745,RN,RN
19746,Res,Resident/Fellow/PA/NP
19747,RRT,Respiratory
19748,MD,Attending
19749,Res,Resident/Fellow/PA/NP
19750,RO,Read Only
19751,Res,Resident/Fellow/PA/NP
19752,Res,Resident/Fellow/PA/NP
19753,PCT,PCT/NA
19754,Res,Resident/Fellow/PA/NP
19755,RT,Respiratory
19756,MD,Attending
19757,Rehab,Rehabilitation
19758,MD,Not Specified
19759,MD,Attending
19760,UCO,UCO
19761,UCO,UCO
19762,SW,Social Worker
19763,PCT,PCT/NA
19764,RN,RN
19765,CM,Case Manager
19766,Rehab,Rehabilitation
19767,PCT,PCT/NA
19768,Res,Resident/Fellow/PA/NP
19769,UCO,Not Specified
19770,Res,Resident/Fellow/PA/NP
19771,RRT,Not Specified
19772,RO,Read Only
19773,MD,Not Specified
19774,MD,Not Specified
19775,std,Not Specified
19776,RT,Respiratory
19777,MD,Attending
19778,MD,Not Specified
19779,MedSt,Not Specified
19780,MD,Resident/Fellow/PA/NP
19781,CM,Case Manager
19782,PCT,PCT/NA
19783,RN,RN
19784,STD,Not Specified
19785,Res,Not Specified
19786,RN,RN
19787,Res,Resident/Fellow/PA/NP
19788,Res,Resident/Fellow/PA/NP
19789,PC,Pastoral Care
19790,Res,Resident/Fellow/PA/NP
19791,MD,Not Specified
19792,MD,Not Specified
19793,Res,Resident/Fellow/PA/NP
19794,RT,Respiratory
19795,RO,Read Only
19796,Res,Resident/Fellow/PA/NP
19797,RN,RN
19798,Res,Resident/Fellow/PA/NP
19799,Res,Resident/Fellow/PA/NP
19800,RN,RN
19801,MedStu,Not Specified
19802,RO,Read Only
19803,RN,RN
19804,RN,RN
19805,Res,Resident/Fellow/PA/NP
19806,PCT,PCT/NA
19807,Res,Resident/Fellow/PA/NP
19808,PCT,PCT/NA
19809,Res,Resident/Fellow/PA/NP
19810,Res,Resident/Fellow/PA/NP
19811,RPh,Pharmacist
19812,RN,Not Specified
19813,MS,Not Specified
19814,RO,Read Only
19815,MD,Not Specified
19816,MD,Attending
19817,MDs,Not Specified
19818,RO,Read Only
19819,Res,Not Specified
19820,RO,Read Only
19821,RN,Not Specified
19822,MS,Not Specified
19823,NP,Not Specified
19824,MD,Not Specified
19825,RN,Not Specified
19826,MD,Not Specified
19827,RO,Read Only
19828,RO,Read Only
19829,PCA,Not Specified
19830,MDs,Resident/Fellow/PA/NP
19831,MSIV,Not Specified
19832,RO,Read Only
19833,RO,Read Only
19834,MD,Not Specified
19835,RO,Read Only
19836,RN,Read Only
19837,PCT,PCT/NA
19838,RN,RN
19839,MD,Not Specified
19840,Res,Resident/Fellow/PA/NP
19841,RN,RN
19842,Res,Resident/Fellow/PA/NP
19843,Res,Resident/Fellow/PA/NP
19844,Res,Resident/Fellow/PA/NP
19845,MD,Not Specified
19846,Res,Resident/Fellow/PA/NP
19847,MD,Not Specified
19848,MD,Not Specified
19849,MD,Resident/Fellow/PA/NP
19850,RO,Read Only
19851,RO,Read Only
19852,RO,Read Only
19853,Res,Resident/Fellow/PA/NP
19854,Res,Resident/Fellow/PA/NP
19855,MD,Not Specified
19856,MD,Not Specified
19857,RD,Dietitian
19858,MDs,Resident/Fellow/PA/NP
19859,MD,Not Specified
19860,RPh,Not Specified
19861,Res,Resident/Fellow/PA/NP
19862,MDs,Resident/Fellow/PA/NP
19863,Res,Resident/Fellow/PA/NP
19864,RO,Read Only
19865,MD,Not Specified
19866,Res,Resident/Fellow/PA/NP
19867,Res,Resident/Fellow/PA/NP
19868,Res,Resident/Fellow/PA/NP
19869,Res,Resident/Fellow/PA/NP
19870,MD,Not Specified
19871,MDs,Resident/Fellow/PA/NP
19872,MDs,Resident/Fellow/PA/NP
19873,RO,Read Only
19874,MS,Read Only
19875,Res,Resident/Fellow/PA/NP
19876,Res,Resident/Fellow/PA/NP
19877,RN,RN
19878,RN,RN
19879,Res,Resident/Fellow/PA/NP
19880,Res,Resident/Fellow/PA/NP
19881,Res,Resident/Fellow/PA/NP
19882,Res,Resident/Fellow/PA/NP
19883,RD,Dietitian
19884,RO,Read Only
19885,Res,Resident/Fellow/PA/NP
19886,RO,Read Only
19887,MD,Attending
19888,Ms,Not Specified
19889,RRT,Respiratory
19890,RRT,Respiratory
19891,RN,RN
19892,Res,Resident/Fellow/PA/NP
19893,RO,Read Only
19894,MD,Not Specified
19895,RN,PCT/NA
19896,PCT,PCT/NA
19897,RO,Read Only
19898,RO,Read Only
19899,Res,Resident/Fellow/PA/NP
19900,MD,Not Specified
19901,MD,Not Specified
19902,RRT,Not Specified
19903,RN,Not Specified
19904,MedStu,Not Specified
19905,RO,Read Only
19906,StNuIV,Not Specified
19907,RN,RN
19908,SRT,Not Specified
19909,RO,Read Only
19910,RO,Read Only
19911,CoWkr,Not Specified
19912,RO,Read Only
19913,MD,Not Specified
19914,RO,Read Only
19915,RN,Not Specified
19916,RO,Read Only
19917,RO,Read Only
19918,MS,Not Specified
19919,PT,Not Specified
19920,MS,Not Specified
19921,Res,Resident/Fellow/PA/NP
19922,Res,Resident/Fellow/PA/NP
19923,Res,Resident/Fellow/PA/NP
19924,Res,Resident/Fellow/PA/NP
19925,Res,Resident/Fellow/PA/NP
19926,SW,Social Worker
19927,MD,Attending
19928,RO,Read Only
19929,MDs,Resident/Fellow/PA/NP
19930,RO,Read Only
19931,na,Not Specified
19932,Res,Resident/Fellow/PA/NP
19933,Res,Resident/Fellow/PA/NP
19934,RT,Respiratory
19935,Res,Resident/Fellow/PA/NP
19936,Res,Resident/Fellow/PA/NP
19937,RNs,RN
19938,Res,Resident/Fellow/PA/NP
19939,RPh,Not Specified
19940,RN,Read Only
19941,MD,Not Specified
19942,RN,Not Specified
19943,MD,Not Specified
19944,RO,Read Only
19945,RN,Not Specified
19946,RO,Read Only
19947,RN,RN
19948,RO,Read Only
19949,MD,Not Specified
19950,RT,Respiratory
19951,Rehab,Rehabilitation
19952,Res,Resident/Fellow/PA/NP
19953,Res,Resident/Fellow/PA/NP
19954,PCT,PCT/NA
19955,RT,Respiratory
19956,Rehab,Rehabilitation
19957,PCT,PCT/NA
19958,UCO,UCO
19959,MDs,Read Only
19960,CoOPst,Not Specified
19961,Res,Resident/Fellow/PA/NP
19962,RO,Read Only
19963,RN,RN
19964,UCO,Not Specified
19965,RO,Read Only
19966,Admin,Administrator
19967,MD,Attending
19968,Res,Resident/Fellow/PA/NP
19969,RO,Read Only
19970,RO,Read Only
19971,OTR/L,Not Specified
19972,RT Stu,Not Specified
19973,MD,Read Only
19974,RO,Read Only
19975,RO,Read Only
19976,MD,Not Specified
19977,Res,Resident/Fellow/PA/NP
19978,RO,Read Only
19979,MD,Not Specified
19980,RN,Not Specified
19981,RRT,Not Specified
19982,RO,Read Only
19983,RO,Read Only
19984,MD,Attending
19985,RRT,Not Specified
19986,RRT,Not Specified
19987,RO,Read Only
19988,MD,Not Specified
19989,RO,Read Only
19990,Res,Resident/Fellow/PA/NP
19991,RN,RN
19992,RO,Read Only
19993,Res,Resident/Fellow/PA/NP
19994,MD,Read Only
19995,MD,Not Specified
19996,Res,Resident/Fellow/PA/NP
19997,RO,Read Only
19998,PC,Pastoral Care
19999,RPH,Pharmacist
20000,Res,Resident/Fellow/PA/NP
20001,RPH,Pharmacist
20002,Res,Resident/Fellow/PA/NP
20003,RPh,Pharmacist
20004,Res,Resident/Fellow/PA/NP
20005,MD,Read Only
20006,RO,Read Only
20007,MD,Not Specified
20008,MS,Not Specified
20009,PCT,PCT/NA
20010,Res,Resident/Fellow/PA/NP
20011,RO,Read Only
20012,MD,Resident/Fellow/PA/NP
20013,Res,Resident/Fellow/PA/NP
20014,RN,Not Specified
20015,Res,Resident/Fellow/PA/NP
20016,RO,Read Only
20017,MDs,Read Only
20018,MD,Not Specified
20019,RO,Read Only
20020,RRT,Not Specified
20021,RT,Read Only
20022,MD,Resident/Fellow/PA/NP
20023,RO,Read Only
20024,ISOPS,Not Specified
20025,MD,Resident/Fellow/PA/NP
20026,MD,Not Specified
20027,CoWker,PCT/NA
20028,RO,Read Only
20029,RO,Read Only
20030,RN,RN
20031,MD,Not Specified
20032,RO,Read Only
20033,RO,Read Only
20034,RN,RN
20035,MD,Not Specified
20036,MD,Resident/Fellow/PA/NP
20037,MD,Not Specified
20038,MD,Read Only
20039,MD,Not Specified
20040,MD,Not Specified
20041,MD,Not Specified
20042,RO,Read Only
20043,RO,Read Only
20044,RN,Not Specified
20045,RO,Read Only
20046,MD,Not Specified
20047,MD,Attending
20048,Res,Resident/Fellow/PA/NP
20049,Res,Resident/Fellow/PA/NP
20050,PCT,PCT/NA
20051,Res,Resident/Fellow/PA/NP
20052,RN,Read Only
20053,RN,RN
20054,RN,RN
20055,RN,Case Manager
20056,RN,Read Only
20057,MS,Not Specified
20058,RO,Read Only
20059,MedSt,Not Specified
20060,MDs,Read Only
20061,RN,RN
20062,Rehab,Rehabilitation
20063,RN,RN
20064,Res,Resident/Fellow/PA/NP
20065,RO,Read Only
20066,MD,Attending
20067,RO,Read Only
20068,RN,Not Specified
20069,RO,Read Only
20070,RN,RN
20071,Res,Resident/Fellow/PA/NP
20072,RD,Dietitian
20073,Rehab,Rehabilitation
20074,RN,RN
20075,RO,Read Only
20076,RO,Read Only
20077,RO,Read Only
20078,RRT,Not Specified
20079,MD,Not Specified
20080,RO,Read Only
20081,RN,RN
20082,Res,Resident/Fellow/PA/NP
20083,SW,Social Worker
20084,RO,Read Only
20085,RO,Read Only
20086,PCT,PCT/NA
20087,Res,Resident/Fellow/PA/NP
20088,RN,RN
20089,Res,Resident/Fellow/PA/NP
20090,Rehab,Rehabilitation
20091,RO,Read Only
20092,MD,Not Specified
20093,MD,Not Specified
20094,RO,Read Only
20095,MD,Attending
20096,MD,Attending
20097,Res,Resident/Fellow/PA/NP
20098,Res,Resident/Fellow/PA/NP
20099,SW,Social Worker
20100,RO,Read Only
20101,UC,UCO
20102,RO,Read Only
20103,MD,Attending
20104,NP,Not Specified
20105,MD,Attending
20106,Rn,RN
20107,MS,Not Specified
20108,PCT,PCT/NA
20109,RO,Read Only
20110,Res,Resident/Fellow/PA/NP
20111,RRT,Respiratory
20112,RN,Not Specified
20113,RTStu,Not Specified
20114,RN,RN
20115,RN,Read Only
20116,RO,Read Only
20117,RN,RN
20118,Res,Resident/Fellow/PA/NP
20119,Res,Resident/Fellow/PA/NP
20120,Rehab,Rehabilitation
20121,Res,Resident/Fellow/PA/NP
20122,Res,Resident/Fellow/PA/NP
20123,MSIV,Not Specified
20124,CoWker,Not Specified
20125,Par,Pharmacist
20126,RD,Dietitian
20127,Res,Resident/Fellow/PA/NP
20128,StuNur,Not Specified
20129,Res,Resident/Fellow/PA/NP
20130,RT,Respiratory
20131,RN,RN
20132,RO,Read Only
20133,MS,Not Specified
20134,RPh,Pharmacist
20135,Res,Resident/Fellow/PA/NP
20136,RN,Not Specified
20137,RPH,Pharmacist
20138,Res,Resident/Fellow/PA/NP
20139,Res,Resident/Fellow/PA/NP
20140,RN,RN
20141,RO,Read Only
20142,Res,Resident/Fellow/PA/NP
20143,Res,Resident/Fellow/PA/NP
20144,Res,Resident/Fellow/PA/NP
20145,MD,Resident/Fellow/PA/NP
20146,RO,Read Only
20147,RO,Read Only
20148,RN,RN
20149,MD,Not Specified
20150,RN,RN
20151,MD,Not Specified
20152,RO,Read Only
20153,Res,Resident/Fellow/PA/NP
20154,RN,Not Specified
20155,RO,Read Only
20156,RN,Not Specified
20157,RD/LDN,Dietitian
20158,Ph.Stu,Not Specified
20159,Res,Resident/Fellow/PA/NP
20160,PCT,PCT/NA
20161,RN,RN
20162,RO,Read Only
20163,MD,Not Specified
20164,MD,Read Only
20165,RN,RN
20166,Rehab,Rehabilitation
20167,RO,Read Only
20168,RO,Read Only
20169,RO,Read Only
20170,Res,Resident/Fellow/PA/NP
20171,RN,RN
20172,RN,RN
20173,Res,Resident/Fellow/PA/NP
20174,RO,Read Only
20175,Res,Resident/Fellow/PA/NP
20176,Res,Resident/Fellow/PA/NP
20177,RO,Read Only
20178,RO,Read Only
20179,MDs,Read Only
20180,MS,Not Specified
20181,RO,Read Only
20182,RO,Read Only
20183,HMSIV,Not Specified
20184,RO,Read Only
20185,RO,Read Only
20186,RO,Read Only
20187,MDs,Resident/Fellow/PA/NP
20188,Res,Resident/Fellow/PA/NP
20189,RPH,Pharmacist
20190,RO,Read Only
20191,RO,Read Only
20192,MD,Not Specified
20193,RN,RN
20194,SW,Social Worker
20195,MS,Resident/Fellow/PA/NP
20196,RO,Read Only
20197,MD,Not Specified
20198,MD,Resident/Fellow/PA/NP
20199,Res,Resident/Fellow/PA/NP
20200,MD,Not Specified
20201,RO,Read Only
20202,Res,Resident/Fellow/PA/NP
20203,Res,Resident/Fellow/PA/NP
20204,MD,Not Specified
20205,MedSt,Not Specified
20206,Res,Resident/Fellow/PA/NP
20207,Res,Resident/Fellow/PA/NP
20208,Rehab,Rehabilitation
20209,MD,Resident/Fellow/PA/NP
20210,RO,Read Only
20211,RRT,Not Specified
20212,Res,Resident/Fellow/PA/NP
20213,MSV,Not Specified
20214,RN,RN
20215,Res,Resident/Fellow/PA/NP
20216,RO,Read Only
20217,MD,Not Specified
20218,RN,RN
20219,CoWkr,Not Specified
20220,RN,RN
20221,RN,Not Specified
20222,RO,Read Only
20223,MD,Not Specified
20224,CoWker,Not Specified
20225,RO,Read Only
20226,Res,Resident/Fellow/PA/NP
20227,MedStu,Not Specified
20228,MD,Not Specified
20229,MD,Not Specified
20230,MD,Not Specified
20231,RO,Read Only
20232,PCA,Not Specified
20233,STD,Not Specified
20234,RO,Read Only
20235,MSIV,Not Specified
20236,MD,Not Specified
20237,MD,Not Specified
20238,RO,Read Only
20239,RD,Dietitian
20240,RRT,Not Specified
20241,MD,Resident/Fellow/PA/NP
20242,St,Not Specified
20243,RO,Read Only
20244,RRT,Not Specified
20245,RO,Read Only
20246,Res,Resident/Fellow/PA/NP
20247,MD,Not Specified
20248,DI,Not Specified
20249,RD,Dietitian
20250,Res,Resident/Fellow/PA/NP
20251,MD,Attending
20252,MD,Not Specified
20253,MD,Not Specified
20254,RO,Read Only
20255,Rehab,Rehabilitation
20256,RN,Not Specified
20257,RN,Not Specified
20258,NP,Read Only
20259,Admin,Not Specified
20260,RO,Read Only
20261,MD,Resident/Fellow/PA/NP
20262,RN,Not Specified
20263,RO,Read Only
20264,RN,Not Specified
20265,RO,Read Only
20266,MD,Not Specified
20267,RO,Read Only
20268,MS,Read Only
20269,PCT,PCT/NA
20270,Res,Resident/Fellow/PA/NP
20271,MS,Not Specified
20272,MD,Resident/Fellow/PA/NP
20273,MD,Not Specified
20274,MD,Not Specified
20275,MD,Not Specified
20276,Rehab,Rehabilitation
20277,PCT,PCT/NA
20278,UCO,UCO
20279,Res,Resident/Fellow/PA/NP
20280,PCT,PCT/NA
20281,MD,Not Specified
20282,RN,Not Specified
20283,MD,Not Specified
20284,PCT,PCT/NA
20285,MD,Not Specified
20286,RO,Read Only
20287,RO,Read Only
20288,RPH,Not Specified
20289,DI,Dietitian
20290,RRT,Respiratory
20291,MD,Not Specified
20292,PCA,Not Specified
20293,MD,Resident/Fellow/PA/NP
20294,MD,Not Specified
20295,RN,Not Specified
20296,RN,Not Specified
20297,RN,Not Specified
20298,RO,Read Only
20299,RN,Not Specified
20300,RO,Read Only
20301,MDs,Resident/Fellow/PA/NP
20302,MD,Not Specified
20303,MD,Not Specified
20304,RN,RN
20305,MDs,Not Specified
20306,RPH,Pharmacist
20307,RO,Read Only
20308,RO,Read Only
20309,RN,Not Specified
20310,MedStu,Not Specified
20311,RN,Not Specified
20312,MD,Not Specified
20313,RO,Read Only
20314,RRT,Respiratory
20315,RT,Not Specified
20316,RO,Read Only
20317,MD,Not Specified
20318,RN,Not Specified
20319,HMS IV,Not Specified
20320,RN,Read Only
20321,Not Specified,Not Specified
20322,SW,Social Worker
20323,RO,Read Only
20324,MDs,Resident/Fellow/PA/NP
20325,RO,Read Only
20326,CoOpst,Not Specified
20327,DI,Not Specified
20328,RRTs,Not Specified
20329,RD,Not Specified
20330,RD,Not Specified
20331,Res,Resident/Fellow/PA/NP
20332,MD,Not Specified
20333,MD,Not Specified
20334,SW,Social Worker
20335,RN,RN
20336,RO,Read Only
20337,MD,Read Only
20338,MD,Read Only
20339,Studen,Not Specified
20340,RO,Read Only
20341,SW,Social Worker
20342,RO,Read Only
20343,Res,Resident/Fellow/PA/NP
20344,MD,Not Specified
20345,RN,RN
20346,RN,RN
20347,MD,Not Specified
20348,CM,Case Manager
20349,Rehab,Rehabilitation
20350,RD,Dietitian
20351,MD,Attending
20352,RPH,Pharmacist
20353,MD,Attending
20354,Res,Resident/Fellow/PA/NP
20355,Res,Resident/Fellow/PA/NP
20356,Res,Resident/Fellow/PA/NP
20357,RN,RN
20358,MD,Attending
20359,Res,Resident/Fellow/PA/NP
20360,Res,Resident/Fellow/PA/NP
20361,MD,Attending
20362,RO,Read Only
20363,SW,Social Worker
20364,Res,Resident/Fellow/PA/NP
20365,MD,Attending
20366,SW,Social Worker
20367,Res,Resident/Fellow/PA/NP
20368,PCT,PCT/NA
20369,Res,Resident/Fellow/PA/NP
20370,SW,Social Worker
20371,Res,Resident/Fellow/PA/NP
20372,Res,Resident/Fellow/PA/NP
20373,RO,Read Only
20374,Res,Resident/Fellow/PA/NP
20375,CM,Case Manager
20376,MD,Read Only
20377,RO,Read Only
20378,UCO,UCO
20379,RO,Read Only
20380,RO,Read Only
20381,MD,Not Specified
20382,RO,Read Only
20383,MD,Not Specified
20384,MD,Attending
20385,Res,Resident/Fellow/PA/NP
20386,MDs,Read Only
20387,MD,Not Specified
20388,RO,Read Only
20389,RRT,Respiratory
20390,MD,Not Specified
20391,IMD,IMD
20392,RN,Not Specified
20393,MedStu,Not Specified
20394,MD,Not Specified
20395,MD,Attending
20396,Not Specified,Not Specified
20397,PCT,PCT/NA
20398,RN,RN
20399,MD,Resident/Fellow/PA/NP
20400,RPh,Pharmacist
20401,MD,Attending
20402,RO,Read Only
20403,RN,RN
20404,RO,Read Only
20405,Res,Resident/Fellow/PA/NP
20406,RO,Read Only
20407,MD,Not Specified
20408,MD,Not Specified
20409,MD,Not Specified
20410,MD,Not Specified
20411,MS,Not Specified
20412,MS,Not Specified
20413,Res,Resident/Fellow/PA/NP
20414,RO,Read Only
20415,Res,Resident/Fellow/PA/NP
20416,Res,Resident/Fellow/PA/NP
20417,PCA,Not Specified
20418,RO,Read Only
20419,Res,Resident/Fellow/PA/NP
20420,Res,Resident/Fellow/PA/NP
20421,RN,RN
20422,MD,Attending
20423,RN,RN
20424,Res,Resident/Fellow/PA/NP
20425,MD,Not Specified
20426,Res,Resident/Fellow/PA/NP
20427,Res,Resident/Fellow/PA/NP
20428,MD,Read Only
20429,Admin,Read Only
20430,RO,Read Only
20431,MS,Not Specified
20432,Res,Resident/Fellow/PA/NP
20433,MD,Not Specified
20434,RO,Read Only
20435,MD,Not Specified
20436,RN,Not Specified
20437,RO,Read Only
20438,MD,Not Specified
20439,MD,Attending
20440,StNurs,Not Specified
20441,MD,Not Specified
20442,RO,Read Only
20443,MD,Resident/Fellow/PA/NP
20444,Res,Resident/Fellow/PA/NP
20445,MDs,Not Specified
20446,Res,Resident/Fellow/PA/NP
20447,MD,Not Specified
20448,Res,Resident/Fellow/PA/NP
20449,Res,Resident/Fellow/PA/NP
20450,Res,Resident/Fellow/PA/NP
20451,Res,Resident/Fellow/PA/NP
20452,Res,Resident/Fellow/PA/NP
20453,Res,Resident/Fellow/PA/NP
20454,MD,Attending
20455,Res,Resident/Fellow/PA/NP
20456,Res,Resident/Fellow/PA/NP
20457,Res,Resident/Fellow/PA/NP
20458,Res,Resident/Fellow/PA/NP
20459,MD,Attending
20460,RO,Read Only
20461,RF,Resident/Fellow/PA/NP
20462,UCO,PCT/NA
20463,MedStu,Not Specified
20464,Rehab,Rehabilitation
20465,RO,Read Only
20466,RO,Read Only
20467,RN,Not Specified
20468,RN,Not Specified
20469,St,Not Specified
20470,RO,Read Only
20471,RO,Read Only
20472,RO,Read Only
20473,Res,Resident/Fellow/PA/NP
20474,RN,Not Specified
20475,Res,Resident/Fellow/PA/NP
20476,MD,Not Specified
20477,MDs,Resident/Fellow/PA/NP
20478,RN,Not Specified
20479,RPh,Not Specified
20480,RRT,Respiratory
20481,MD,Not Specified
20482,RN,RN
20483,MD,Not Specified
20484,PCA,Not Specified
20485,RN,RN
20486,RO,Read Only
20487,RO,Read Only
20488,NP,Resident/Fellow/PA/NP
20489,Res,Resident/Fellow/PA/NP
20490,RRTs,Not Specified
20491,Res,Resident/Fellow/PA/NP
20492,MDs,Resident/Fellow/PA/NP
20493,Res,Resident/Fellow/PA/NP
20494,RO,Read Only
20495,CoWker,Not Specified
20496,STD,Not Specified
20497,PCT,PCT/NA
20498,RO,Read Only
20499,RO,Read Only
20500,MS,Not Specified
20501,RO,Read Only
20502,UA,Not Specified
20503,RO,Read Only
20504,MDs,Read Only
20505,SN,Read Only
20506,MD,Not Specified
20507,RPH,Not Specified
20508,RN,Read Only
20509,RO,Read Only
20510,RN,Not Specified
20511,RN,RN
20512,RO,Read Only
20513,RN,Not Specified
20514,Res,Resident/Fellow/PA/NP
20515,PT,Not Specified
20516,Rph,Not Specified
20517,DI,Not Specified
20518,UCO,UCO
20519,RRT,Respiratory
20520,MD,Not Specified
20521,RO,Read Only
20522,RN,Read Only
20523,MD,Read Only
20524,Res,Resident/Fellow/PA/NP
20525,MDs,Not Specified
20526,Medica,Not Specified
20527,Res,Resident/Fellow/PA/NP
20528,std,Not Specified
20529,MD,Not Specified
20530,RO,Read Only
20531,MD,Not Specified
20532,RRT,Respiratory
20533,RN,Not Specified
20534,RN,Not Specified
20535,MD,Not Specified
20536,MDs,Not Specified
20537,RO,Read Only
20538,Res,Resident/Fellow/PA/NP
20539,RO,Read Only
20540,MDs,Not Specified
20541,MD,Not Specified
20542,UCO,UCO
20543,MD,Read Only
20544,RO,Read Only
20545,MD,Attending
20546,MD,Read Only
20547,Res,Resident/Fellow/PA/NP
20548,CoWker,Not Specified
20549,Rehab,Rehabilitation
20550,RN,RN
20551,SW,Social Worker
20552,SPG,Not Specified
20553,RO,Read Only
20554,Res,Resident/Fellow/PA/NP
20555,Res,Resident/Fellow/PA/NP
20556,Res,Resident/Fellow/PA/NP
20557,Res,Resident/Fellow/PA/NP
20558,RO,Read Only
20559,MD,Not Specified
20560,Res,Resident/Fellow/PA/NP
20561,Res,Resident/Fellow/PA/NP
20562,CM,Case Manager
20563,Res,Resident/Fellow/PA/NP
20564,Res,Resident/Fellow/PA/NP
20565,Res,Resident/Fellow/PA/NP
20566,MD,Not Specified
20567,MS,Not Specified
20568,RO,Read Only
20569,RO,Read Only
20570,Res,Resident/Fellow/PA/NP
20571,MDs,Read Only
20572,RO,Read Only
20573,Res,Resident/Fellow/PA/NP
20574,Res,Resident/Fellow/PA/NP
20575,SW,Social Worker
20576,RO,Read Only
20577,Res,Resident/Fellow/PA/NP
20578,Res,Resident/Fellow/PA/NP
20579,Res,Resident/Fellow/PA/NP
20580,Res,Resident/Fellow/PA/NP
20581,RN,RN
20582,MD,Not Specified
20583,RO,Read Only
20584,RO,Read Only
20585,Res,Resident/Fellow/PA/NP
20586,MS V,Not Specified
20587,PCT,PCT/NA
20588,Res,Resident/Fellow/PA/NP
20589,PCT,PCT/NA
20590,Res,Resident/Fellow/PA/NP
20591,RN,RN
20592,RN,RN
20593,Res,Resident/Fellow/PA/NP
20594,RO,Read Only
20595,Res,Resident/Fellow/PA/NP
20596,PCT,PCT/NA
20597,Rehab,Rehabilitation
20598,Res,Resident/Fellow/PA/NP
20599,RT,Respiratory
20600,Res,Resident/Fellow/PA/NP
20601,Res,Resident/Fellow/PA/NP
20602,PC,Pastoral Care
20603,RO,Read Only
20604,MD,Not Specified
20605,RO,Read Only
20606,RO,Read Only
20607,RO,Read Only
20608,RRT,Not Specified
20609,PCT,PCT/NA
20610,Res,Resident/Fellow/PA/NP
20611,SW,Social Worker
20612,IMD,IMD
20613,MD,Not Specified
20614,RO,Read Only
20615,RO,Read Only
20616,Res,Resident/Fellow/PA/NP
20617,Res,Resident/Fellow/PA/NP
20618,PCT,PCT/NA
20619,Res,Resident/Fellow/PA/NP
20620,Res,Resident/Fellow/PA/NP
20621,Rehab,Rehabilitation
20622,RN,RN
20623,MD,Resident/Fellow/PA/NP
20624,RN,RN
20625,Ph.Stu,Not Specified
20626,MD,Not Specified
20627,PHaD,Not Specified
20628,MD,Not Specified
20629,RO,Read Only
20630,Res,Resident/Fellow/PA/NP
20631,Res,Resident/Fellow/PA/NP
20632,Res,Resident/Fellow/PA/NP
20633,RO,Read Only
20634,RN,Not Specified
20635,RO,Read Only
20636,Res,Resident/Fellow/PA/NP
20637,RO,Read Only
20638,RPH,Not Specified
20639,RO,Read Only
20640,UA,UCO
20641,RO,Read Only
20642,RO,Read Only
20643,RO,Read Only
20644,MD,Not Specified
20645,Admin,Administrator
20646,RO,Read Only
20647,MD,Not Specified
20648,RN,RN
20649,RO,Read Only
20650,RO,Read Only
20651,PCT,PCT/NA
20652,RT,Respiratory
20653,Rehab,Rehabilitation
20654,Res,Resident/Fellow/PA/NP
20655,Res,Resident/Fellow/PA/NP
20656,Res,Resident/Fellow/PA/NP
20657,UCO,UCO
20658,RO,Read Only
20659,Res,Resident/Fellow/PA/NP
20660,Res,Resident/Fellow/PA/NP
20661,RO,Read Only
20662,Res,Resident/Fellow/PA/NP
20663,MS,Not Specified
20664,MD,Not Specified
20665,Res,Resident/Fellow/PA/NP
20666,RO,Read Only
20667,PT,Rehabilitation
20668,MD,Not Specified
20669,CoOpst,Not Specified
20670,RN,Not Specified
20671,RO,Read Only
20672,RN,RN
20673,LDN,Read Only
20674,RN,Not Specified
20675,RN,RN
20676,MD,Not Specified
20677,RN,Not Specified
20678,Res,Resident/Fellow/PA/NP
20679,RO,Read Only
20680,RN,Read Only
20681,DI,Dietitian
20682,Res,Resident/Fellow/PA/NP
20683,Res,Resident/Fellow/PA/NP
20684,PCT,PCT/NA
20685,RN,RN
20686,MD,Attending
20687,Res,Resident/Fellow/PA/NP
20688,PCA,Not Specified
20689,Res,Resident/Fellow/PA/NP
20690,Co-Wkr,PCT/NA
20691,MD,Not Specified
20692,MD,Not Specified
20693,RN,Not Specified
20694,Res,Resident/Fellow/PA/NP
20695,RPH,Pharmacist
20696,StPh,Not Specified
20697,RO,Read Only
20698,Res,Resident/Fellow/PA/NP
20699,Res,Resident/Fellow/PA/NP
